age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
48,blue-collar,married,primary,no,278,yes,no,unknown,5,may,125,2,-1,0,unknown,no
43,unemployed,married,primary,no,960,yes,yes,unknown,15,may,241,2,-1,0,unknown,no
32,admin.,single,tertiary,no,594,yes,no,unknown,13,may,134,2,-1,0,unknown,no
44,management,married,tertiary,no,1058,no,no,cellular,11,mar,188,3,-1,0,unknown,yes
33,admin.,divorced,tertiary,no,777,no,yes,cellular,25,may,344,1,-1,0,unknown,no
34,student,single,tertiary,no,1322,no,no,cellular,26,aug,170,3,-1,0,unknown,no
48,services,married,secondary,no,7434,no,no,unknown,17,jun,986,1,-1,0,unknown,no
29,blue-collar,divorced,primary,no,2,yes,no,cellular,6,feb,10,7,-1,0,unknown,no
25,management,single,tertiary,no,115,no,yes,unknown,4,jul,60,1,-1,0,unknown,no
36,management,married,tertiary,no,59,yes,yes,unknown,4,jul,100,1,-1,0,unknown,no
31,admin.,married,secondary,no,355,yes,no,cellular,18,nov,530,1,193,1,failure,no
77,retired,married,secondary,no,2123,no,no,telephone,4,feb,141,4,-1,0,unknown,no
44,management,single,secondary,no,13,no,no,unknown,6,jun,116,11,-1,0,unknown,no
37,admin.,married,secondary,no,274,yes,no,unknown,27,may,731,3,-1,0,unknown,yes
59,retired,married,secondary,no,184,no,no,cellular,8,jul,163,1,-1,0,unknown,no
38,management,married,tertiary,no,536,yes,no,cellular,22,jul,248,1,-1,0,unknown,yes
42,management,divorced,secondary,no,830,yes,no,unknown,19,may,112,1,-1,0,unknown,no
59,unknown,married,unknown,no,1541,no,no,cellular,5,aug,790,1,-1,0,unknown,no
32,management,married,tertiary,no,1337,no,no,cellular,13,aug,283,2,-1,0,unknown,no
38,technician,single,secondary,no,1255,yes,no,cellular,17,nov,151,2,171,2,failure,no
33,self-employed,married,tertiary,no,1545,yes,no,unknown,21,may,357,2,-1,0,unknown,no
45,entrepreneur,married,unknown,no,3133,yes,yes,cellular,10,jul,804,1,-1,0,unknown,yes
51,management,married,tertiary,no,812,no,no,telephone,2,jul,248,3,-1,0,unknown,no
36,admin.,single,secondary,no,810,yes,no,unknown,17,jun,296,1,-1,0,unknown,no
34,management,married,secondary,no,857,yes,no,cellular,22,aug,238,6,-1,0,unknown,no
30,technician,single,tertiary,no,1922,yes,no,cellular,18,may,546,1,-1,0,unknown,no
30,management,married,tertiary,no,1239,no,no,cellular,28,aug,125,5,-1,0,unknown,no
43,blue-collar,married,primary,no,3664,no,no,telephone,29,jul,274,1,-1,0,unknown,no
34,services,divorced,secondary,no,991,yes,no,cellular,6,may,89,1,344,1,failure,no
29,admin.,single,secondary,no,382,yes,no,unknown,12,may,460,1,-1,0,unknown,no
31,entrepreneur,single,secondary,no,0,yes,no,telephone,21,nov,544,2,-1,0,unknown,no
49,management,married,tertiary,no,2139,no,no,cellular,5,aug,278,1,-1,0,unknown,no
30,services,divorced,secondary,no,98,yes,no,unknown,7,may,155,1,-1,0,unknown,no
49,entrepreneur,married,primary,no,6188,no,no,cellular,18,nov,453,1,-1,0,unknown,yes
37,technician,married,secondary,no,195,yes,no,cellular,18,nov,68,1,194,2,failure,no
47,blue-collar,married,secondary,no,1968,yes,no,cellular,31,jul,394,2,-1,0,unknown,no
49,unknown,married,secondary,no,1269,no,no,cellular,12,aug,117,9,-1,0,unknown,no
36,services,married,secondary,no,335,yes,no,unknown,9,may,339,2,-1,0,unknown,no
29,technician,married,secondary,no,2326,no,no,cellular,6,mar,195,1,-1,0,unknown,yes
51,admin.,married,primary,no,173,no,no,cellular,20,aug,65,2,-1,0,unknown,no
41,admin.,married,secondary,no,-111,yes,no,unknown,30,may,84,3,-1,0,unknown,no
50,management,married,secondary,no,268,no,no,cellular,5,mar,61,2,-1,0,unknown,no
24,admin.,single,tertiary,no,805,yes,no,cellular,5,may,169,2,-1,0,unknown,no
39,management,married,secondary,no,6012,no,no,telephone,19,nov,140,1,119,2,failure,no
51,technician,married,secondary,no,2242,no,no,cellular,18,aug,498,3,-1,0,unknown,no
42,blue-collar,married,secondary,no,-355,yes,yes,unknown,5,jun,939,6,-1,0,unknown,no
46,self-employed,married,tertiary,no,2421,no,no,cellular,19,nov,1084,1,100,4,failure,yes
47,services,married,secondary,no,-288,no,no,unknown,19,may,193,6,-1,0,unknown,no
43,management,married,tertiary,no,-391,yes,no,cellular,28,jul,193,8,-1,0,unknown,no
43,management,married,tertiary,no,690,yes,no,cellular,6,aug,171,3,-1,0,unknown,no
41,unemployed,married,secondary,no,277,yes,no,cellular,12,may,152,3,351,2,failure,no
44,management,divorced,tertiary,no,2237,yes,no,unknown,20,jun,125,2,-1,0,unknown,no
39,technician,divorced,secondary,no,385,no,no,cellular,13,oct,242,1,48,2,failure,yes
59,unemployed,single,secondary,no,865,no,no,cellular,4,feb,1086,1,-1,0,unknown,no
31,student,single,secondary,no,430,no,no,cellular,5,feb,129,4,-1,0,unknown,no
50,technician,married,secondary,no,31,yes,no,telephone,18,nov,251,4,-1,0,unknown,no
34,management,married,tertiary,no,13,yes,no,cellular,21,jul,47,1,-1,0,unknown,no
31,technician,single,secondary,no,-348,yes,no,cellular,18,may,410,1,-1,0,unknown,no
43,services,married,secondary,no,3409,yes,no,cellular,13,may,172,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,1779,yes,no,cellular,13,may,191,1,342,2,failure,no
54,housemaid,married,primary,no,774,no,no,unknown,19,jun,290,1,-1,0,unknown,no
35,blue-collar,single,secondary,no,113,no,no,cellular,9,jul,143,1,-1,0,unknown,no
50,blue-collar,married,primary,no,5356,no,no,unknown,13,may,289,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,120,yes,yes,unknown,15,may,53,3,-1,0,unknown,no
51,admin.,married,unknown,no,3558,yes,no,unknown,9,jun,80,3,-1,0,unknown,no
32,blue-collar,single,secondary,no,-197,no,yes,cellular,8,jul,99,1,-1,0,unknown,no
50,admin.,single,secondary,no,167,no,yes,cellular,28,jul,201,3,-1,0,unknown,no
61,housemaid,married,primary,no,368,no,no,cellular,8,aug,62,3,-1,0,unknown,no
29,technician,single,secondary,no,778,yes,no,unknown,6,jun,1994,2,-1,0,unknown,no
29,blue-collar,married,primary,no,1615,yes,no,unknown,28,may,551,1,-1,0,unknown,no
58,technician,married,secondary,no,786,yes,no,unknown,7,may,165,3,-1,0,unknown,no
33,management,married,tertiary,no,4636,no,no,cellular,22,aug,129,6,-1,0,unknown,no
35,management,married,tertiary,no,506,yes,no,cellular,5,feb,193,4,-1,0,unknown,no
57,management,divorced,unknown,no,854,no,no,cellular,6,oct,480,1,40,5,success,yes
51,entrepreneur,married,tertiary,no,228,yes,no,cellular,7,may,72,1,-1,0,unknown,no
59,retired,married,primary,no,0,yes,no,cellular,29,jul,45,7,-1,0,unknown,no
36,technician,single,secondary,no,2151,yes,no,cellular,13,may,134,1,370,1,failure,no
51,blue-collar,married,primary,no,63,yes,yes,cellular,31,jul,87,4,-1,0,unknown,no
37,entrepreneur,single,secondary,no,20453,yes,no,telephone,4,may,115,1,-1,0,unknown,no
32,student,married,secondary,no,1536,no,no,cellular,7,aug,289,2,-1,0,unknown,yes
34,admin.,married,tertiary,no,142,yes,no,cellular,13,may,459,1,-1,0,unknown,yes
36,self-employed,single,secondary,no,3670,yes,no,unknown,29,may,617,2,-1,0,unknown,no
38,admin.,married,unknown,no,4583,yes,no,cellular,17,nov,191,2,-1,0,unknown,no
37,blue-collar,single,secondary,no,3876,no,no,unknown,20,jun,8,12,-1,0,unknown,no
39,blue-collar,married,primary,no,2862,yes,no,unknown,28,may,227,2,-1,0,unknown,no
29,technician,single,tertiary,no,2178,no,no,cellular,22,oct,260,2,139,1,other,yes
32,student,married,secondary,no,0,no,no,cellular,28,jan,558,1,-1,0,unknown,no
31,entrepreneur,single,tertiary,no,1340,yes,no,unknown,23,may,199,2,-1,0,unknown,no
28,admin.,married,secondary,no,242,yes,no,unknown,17,sep,47,1,779,12,failure,no
37,unemployed,married,secondary,no,4969,yes,no,cellular,6,may,169,1,-1,0,unknown,no
30,housemaid,single,secondary,no,358,yes,no,cellular,21,nov,45,2,-1,0,unknown,no
25,blue-collar,single,secondary,no,224,no,yes,telephone,8,jul,17,4,-1,0,unknown,no
22,housemaid,single,secondary,no,1796,no,no,cellular,28,jun,369,3,-1,0,unknown,yes
38,technician,married,tertiary,no,34,no,yes,cellular,3,jun,88,1,-1,0,unknown,no
33,technician,married,secondary,no,2099,yes,yes,unknown,29,may,42,3,-1,0,unknown,no
53,management,married,tertiary,no,3754,no,no,cellular,22,apr,307,1,278,2,failure,yes
34,services,divorced,secondary,no,5934,yes,no,cellular,29,jul,82,7,-1,0,unknown,no
51,technician,married,tertiary,no,825,no,no,cellular,17,nov,977,3,-1,0,unknown,yes
54,technician,married,secondary,no,3967,no,yes,cellular,29,jul,90,3,-1,0,unknown,no
41,blue-collar,married,primary,no,348,yes,no,unknown,14,may,423,2,-1,0,unknown,no
32,management,married,tertiary,no,141,yes,yes,cellular,22,aug,10,13,-1,0,unknown,no
45,management,married,tertiary,no,385,no,yes,cellular,31,jul,12,16,-1,0,unknown,no
35,self-employed,married,tertiary,no,35368,yes,no,unknown,21,may,63,1,-1,0,unknown,no
61,retired,married,secondary,no,3114,no,no,cellular,13,nov,381,1,-1,0,unknown,yes
24,technician,single,secondary,no,393,yes,yes,cellular,20,apr,714,1,-1,0,unknown,no
29,technician,single,secondary,no,156,yes,no,cellular,8,may,111,4,347,3,other,no
35,technician,single,secondary,no,-816,no,no,cellular,25,aug,54,19,-1,0,unknown,no
30,technician,married,secondary,no,-146,yes,yes,cellular,18,may,167,1,-1,0,unknown,no
32,admin.,single,secondary,no,-15,no,no,unknown,27,may,214,2,-1,0,unknown,no
41,services,married,unknown,no,394,yes,no,cellular,5,may,52,3,-1,0,unknown,no
38,technician,single,tertiary,no,1369,yes,no,cellular,3,feb,841,3,-1,0,unknown,no
43,blue-collar,divorced,primary,no,515,yes,no,cellular,18,nov,182,1,-1,0,unknown,no
34,blue-collar,married,unknown,no,-465,no,no,unknown,26,may,127,1,-1,0,unknown,no
37,management,married,tertiary,no,57,no,no,cellular,30,apr,96,2,84,1,success,no
33,technician,single,secondary,no,-325,yes,no,cellular,15,jul,159,6,-1,0,unknown,no
43,technician,divorced,primary,no,13,no,yes,cellular,9,jul,977,4,-1,0,unknown,no
21,student,single,secondary,no,557,no,no,cellular,31,aug,197,2,-1,0,unknown,no
56,technician,married,primary,no,675,yes,no,unknown,29,may,137,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,961,yes,no,telephone,17,apr,48,2,-1,0,unknown,no
60,housemaid,divorced,primary,no,1412,no,no,cellular,22,jul,127,4,-1,0,unknown,no
47,unemployed,single,primary,no,289,no,no,cellular,5,feb,210,1,-1,0,unknown,no
48,admin.,married,secondary,no,126,yes,yes,unknown,6,may,379,2,-1,0,unknown,no
49,technician,married,secondary,no,6312,yes,no,unknown,2,jun,93,2,-1,0,unknown,no
56,management,married,tertiary,no,363,no,no,cellular,2,feb,49,1,-1,0,unknown,no
26,admin.,married,tertiary,no,319,no,no,cellular,15,oct,88,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,10287,yes,no,cellular,20,nov,293,1,-1,0,unknown,no
33,management,married,tertiary,no,373,no,no,cellular,28,jan,384,1,-1,0,unknown,no
57,admin.,married,secondary,no,128,no,no,telephone,29,jul,143,8,-1,0,unknown,no
36,technician,married,tertiary,no,82,yes,no,cellular,29,jul,45,4,-1,0,unknown,no
36,management,divorced,tertiary,no,0,no,no,cellular,4,aug,1165,1,-1,0,unknown,yes
28,admin.,single,secondary,no,350,yes,yes,unknown,19,may,5,2,-1,0,unknown,no
31,services,married,secondary,no,1167,no,no,cellular,3,jul,603,1,-1,0,unknown,no
53,services,divorced,unknown,no,1012,yes,no,cellular,28,jul,332,2,-1,0,unknown,no
34,management,single,tertiary,no,-292,yes,no,cellular,11,aug,111,2,-1,0,unknown,no
38,technician,married,secondary,no,32,yes,no,unknown,9,may,705,1,-1,0,unknown,no
39,technician,married,secondary,no,564,no,no,cellular,21,aug,86,4,-1,0,unknown,no
42,management,single,tertiary,no,11891,no,no,cellular,6,apr,158,1,-1,0,unknown,yes
36,management,single,tertiary,no,0,yes,no,unknown,27,may,88,2,-1,0,unknown,no
26,services,single,secondary,no,209,yes,no,cellular,22,jul,319,2,-1,0,unknown,no
29,services,divorced,secondary,no,590,yes,no,unknown,30,may,76,2,-1,0,unknown,no
48,admin.,divorced,secondary,no,1282,yes,no,cellular,11,may,123,2,343,2,other,no
35,blue-collar,single,secondary,no,5,no,no,unknown,19,may,268,3,-1,0,unknown,no
48,services,married,secondary,no,288,yes,no,cellular,5,may,142,3,-1,0,unknown,no
28,technician,married,secondary,no,916,yes,no,cellular,15,may,191,1,371,2,other,no
33,management,single,tertiary,no,12,no,no,cellular,20,aug,471,5,-1,0,unknown,no
39,technician,married,unknown,no,0,yes,no,cellular,12,may,106,3,-1,0,unknown,no
39,blue-collar,married,secondary,no,167,yes,yes,cellular,12,may,612,1,-1,0,unknown,yes
40,admin.,single,secondary,no,963,yes,no,cellular,7,apr,479,1,-1,0,unknown,no
59,services,married,secondary,no,7475,no,no,unknown,15,may,587,1,-1,0,unknown,no
25,self-employed,single,tertiary,no,557,no,no,telephone,5,aug,813,2,-1,0,unknown,no
30,technician,married,secondary,no,152,yes,yes,unknown,5,may,213,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,21,yes,no,unknown,28,may,89,1,-1,0,unknown,no
32,services,married,secondary,no,0,yes,no,cellular,28,jul,36,5,-1,0,unknown,no
26,management,single,tertiary,no,-3,no,no,cellular,13,apr,1022,2,-1,0,unknown,yes
34,management,married,tertiary,no,0,no,yes,cellular,14,jul,105,3,-1,0,unknown,no
49,blue-collar,married,secondary,no,203,no,no,unknown,4,jun,167,1,-1,0,unknown,no
30,blue-collar,married,primary,no,-199,yes,yes,telephone,17,jul,207,10,-1,0,unknown,no
31,admin.,divorced,secondary,no,1210,no,no,cellular,16,jul,350,1,-1,0,unknown,no
58,management,single,tertiary,no,21,no,no,telephone,28,aug,315,19,-1,0,unknown,no
47,blue-collar,married,primary,no,840,no,yes,cellular,17,jul,509,1,-1,0,unknown,no
29,admin.,single,tertiary,no,422,yes,no,cellular,7,may,103,1,363,1,failure,no
31,blue-collar,single,unknown,no,813,yes,no,unknown,20,jun,16,18,-1,0,unknown,no
39,management,married,tertiary,no,-468,yes,yes,cellular,8,aug,88,2,-1,0,unknown,no
56,retired,married,secondary,no,-113,yes,yes,cellular,12,aug,614,2,-1,0,unknown,no
31,technician,single,secondary,no,3588,no,no,telephone,28,aug,64,27,-1,0,unknown,no
40,blue-collar,married,secondary,no,1451,no,no,cellular,30,sep,117,1,121,1,success,yes
39,technician,single,secondary,no,1435,no,no,cellular,17,jun,383,1,296,19,other,yes
30,management,single,tertiary,no,420,no,no,cellular,25,aug,618,3,-1,0,unknown,no
49,technician,married,secondary,no,0,yes,no,cellular,11,jul,178,2,-1,0,unknown,no
24,student,single,secondary,no,493,yes,no,cellular,13,may,85,4,358,1,other,no
35,technician,married,tertiary,no,393,no,no,cellular,29,aug,150,2,-1,0,unknown,no
41,services,married,secondary,no,0,yes,yes,telephone,12,may,125,4,-1,0,unknown,no
44,management,divorced,tertiary,no,2422,yes,no,cellular,21,jul,141,2,-1,0,unknown,no
34,self-employed,single,tertiary,no,0,yes,no,unknown,2,jul,48,1,422,1,success,no
32,management,married,tertiary,no,0,no,no,cellular,19,nov,66,1,-1,0,unknown,no
42,management,married,secondary,no,580,no,no,cellular,22,aug,67,2,-1,0,unknown,no
29,technician,married,tertiary,no,-14,no,no,cellular,21,jul,203,2,-1,0,unknown,no
41,management,divorced,tertiary,yes,-68,yes,yes,cellular,25,aug,463,22,-1,0,unknown,no
31,entrepreneur,single,secondary,no,0,no,no,telephone,13,nov,160,1,-1,0,unknown,yes
42,management,single,tertiary,no,4264,yes,no,unknown,28,may,882,1,-1,0,unknown,no
33,management,married,secondary,no,369,no,no,cellular,25,may,115,2,103,1,success,no
33,technician,single,tertiary,no,129,yes,no,unknown,8,may,128,1,-1,0,unknown,no
33,technician,married,secondary,no,3002,yes,no,unknown,28,may,176,2,-1,0,unknown,no
58,blue-collar,married,primary,no,5188,yes,no,cellular,25,aug,606,6,-1,0,unknown,yes
30,technician,single,tertiary,no,2784,no,no,cellular,20,nov,808,3,-1,0,unknown,no
46,admin.,married,secondary,no,0,yes,no,cellular,8,sep,149,2,187,1,failure,no
31,admin.,single,secondary,no,12,yes,no,unknown,5,may,208,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,328,yes,no,telephone,30,jul,216,9,-1,0,unknown,no
34,unemployed,married,tertiary,no,582,yes,no,cellular,9,feb,189,3,-1,0,unknown,no
41,admin.,divorced,secondary,no,1088,yes,no,cellular,28,jan,138,1,-1,0,unknown,no
42,entrepreneur,married,tertiary,no,859,no,no,cellular,29,jul,180,10,-1,0,unknown,no
39,management,single,secondary,no,835,yes,no,unknown,29,may,587,4,-1,0,unknown,no
50,blue-collar,married,primary,no,3764,no,no,telephone,2,jun,108,4,-1,0,unknown,no
19,student,single,secondary,no,394,no,no,cellular,5,apr,327,3,-1,0,unknown,yes
52,housemaid,married,unknown,no,2337,yes,no,cellular,24,nov,190,3,91,11,failure,no
50,blue-collar,married,secondary,no,326,no,no,cellular,28,aug,157,9,-1,0,unknown,no
36,technician,single,secondary,no,1745,no,no,cellular,2,aug,258,1,-1,0,unknown,no
54,entrepreneur,single,tertiary,no,5417,yes,no,cellular,3,apr,376,1,-1,0,unknown,no
38,technician,married,secondary,no,-475,yes,no,cellular,10,jul,234,1,-1,0,unknown,no
37,technician,married,secondary,no,3720,yes,no,cellular,28,jan,561,1,-1,0,unknown,no
28,services,single,secondary,no,2921,yes,no,unknown,28,may,136,1,-1,0,unknown,no
30,management,married,tertiary,no,49,yes,yes,unknown,1,jul,359,1,-1,0,unknown,no
49,admin.,single,secondary,no,7426,no,no,telephone,20,nov,65,2,-1,0,unknown,no
43,self-employed,married,tertiary,no,3003,no,no,cellular,8,aug,358,3,-1,0,unknown,no
35,blue-collar,married,secondary,no,1287,yes,no,cellular,14,jul,330,2,-1,0,unknown,no
50,blue-collar,married,primary,no,2590,yes,no,unknown,9,may,257,6,-1,0,unknown,no
51,admin.,married,secondary,no,4178,yes,no,unknown,30,may,556,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,-45,yes,no,unknown,26,may,240,2,-1,0,unknown,no
29,services,single,tertiary,no,2564,yes,no,unknown,27,may,306,2,-1,0,unknown,no
36,admin.,divorced,tertiary,no,125,yes,no,unknown,26,may,172,1,-1,0,unknown,no
27,technician,married,secondary,no,2183,yes,yes,unknown,21,may,857,1,-1,0,unknown,yes
33,management,single,tertiary,no,9317,no,no,cellular,26,may,267,1,205,3,failure,no
35,blue-collar,married,secondary,no,485,yes,no,cellular,16,apr,49,1,-1,0,unknown,no
31,self-employed,married,tertiary,no,3220,no,no,cellular,26,aug,74,4,-1,0,unknown,no
54,self-employed,married,tertiary,no,1510,no,no,telephone,5,jun,800,2,-1,0,unknown,no
39,management,single,tertiary,no,1509,no,no,cellular,11,nov,248,1,-1,0,unknown,no
37,blue-collar,married,primary,no,1021,no,no,unknown,9,jun,173,1,-1,0,unknown,no
32,technician,married,secondary,no,4133,no,no,cellular,19,aug,175,6,-1,0,unknown,no
33,technician,single,tertiary,no,436,no,no,cellular,28,aug,258,8,-1,0,unknown,no
32,technician,single,secondary,no,5205,no,no,cellular,20,nov,352,1,-1,0,unknown,no
67,retired,married,primary,no,1430,no,no,telephone,12,oct,88,3,-1,0,unknown,no
34,self-employed,married,secondary,no,47,no,no,cellular,4,feb,362,2,169,2,failure,no
42,technician,single,secondary,no,-15,no,no,cellular,17,nov,89,1,145,1,failure,no
58,retired,married,unknown,no,96,yes,no,unknown,5,may,616,1,-1,0,unknown,no
41,admin.,divorced,secondary,no,2970,no,yes,unknown,27,jun,169,2,-1,0,unknown,no
39,technician,married,secondary,no,0,no,no,cellular,20,aug,327,3,-1,0,unknown,no
29,admin.,single,secondary,no,103,no,no,cellular,9,feb,502,5,-1,0,unknown,no
31,management,married,secondary,no,1064,no,no,telephone,20,nov,60,1,-1,0,unknown,no
50,blue-collar,married,primary,no,-454,yes,no,telephone,25,jul,241,1,-1,0,unknown,no
36,technician,single,tertiary,no,251,yes,no,cellular,8,may,91,4,-1,0,unknown,no
48,blue-collar,married,secondary,no,1562,no,no,unknown,17,jun,50,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,3045,no,no,cellular,4,feb,260,2,-1,0,unknown,no
40,management,divorced,tertiary,no,69,yes,no,cellular,6,may,503,2,280,2,failure,no
52,services,married,secondary,no,-178,yes,yes,cellular,11,may,124,2,347,1,failure,no
53,admin.,married,secondary,no,1228,yes,yes,cellular,8,feb,116,2,188,1,success,no
46,entrepreneur,married,tertiary,no,193,yes,no,cellular,7,may,201,8,-1,0,unknown,no
52,housemaid,married,secondary,no,1182,yes,no,cellular,18,nov,103,1,-1,0,unknown,no
